"Country","Period","X416","X2809","X915","X1541","X940","X944","X1026","X2013","x","y"
"Sweden","2013",82.4,NA,253492966272.75,0.28,1.24,60283.25,227405041931.66,3.3,-0.913438455517944,-50.8787543040102
"Sweden","2014",82.51,NA,254161149197.94,-1.6,2.27,58899.98,233276950086.61,NA,-2.23737010643917,-49.6777474791334
"Sweden","2015",81.4,NA,222682091709.1,3.22,4.09,50272.94,201650515238.93,NA,-2.25692079416745,-51.3019446996218
"Switzerland","2001",NA,NA,141790879533.07,3.5,1.45,38538.64,126152573595.64,NA,2.4619770032326,-24.7010222185476
"Switzerland","2002",NA,NA,147501075837.29,2.74,0.14,41336.72,127251529962.79,NA,2.02307392050526,-26.7122609912417
"Switzerland","2003",NA,3735000,169765585282.54,5.6,0.05,47960.56,146187051978.91,NA,0.69916844077876,-27.0116172027778
"Switzerland","2004",NA,4142000,202880310253.32,1.8,2.84,53255.98,167610037796.54,2.68,4.24971597931534,-36.7537221566529
"Switzerland","2005",NA,4899000,219835628252.49,0.65,3.04,54797.55,190206772004.5,NA,1.11963858621617,-27.2024822221688
"Switzerland","2006",NA,2712000,243431551922.16,12.53,4.01,57348.93,206960448317.12,NA,13.5430060690944,-36.5645355933783
"Switzerland","2007",NA,2358000,294204199350.22,10.2,4.14,63223.47,239991146951.02,NA,39.679800041512,-29.9513470999126
"Switzerland","2008",NA,3859000,347368249930.75,0.54,2.28,72119.56,288924434770.57,2.73,15.5454704302573,-40.6715459811824
"Switzerland","2009",NA,1526000,309905799283.15,8.83,-2.13,69672,269127173237.75,NA,14.4368048765809,-36.5011910266782
"Switzerland","2010",75.34,2752000,373422742353.05,3.04,2.95,74277.12,311079254770.35,NA,40.1102305815411,-29.5438025622616
"Switzerland","2011",75.39,5416000,458001786148.65,3.33,1.8,88002.61,398993756756.76,NA,15.106815557144,-37.8618013005174
"Switzerland","2012",75.48,NA,447854242060.52,3.95,1.12,83208.69,378448192649.57,2.96,-6.24805912860451,-49.2517785172699
"Switzerland","2013",75.66,NA,495258930349.58,-3.64,1.77,84669.29,412220771000.48,NA,-6.35008997782916,-49.9833740432989
"Switzerland","2014",75.65,NA,450868197361.92,2.62,1.89,85610.84,371486074058.53,NA,-4.7817198693838,-48.3897804539592
"Switzerland","2015",75.95,NA,422034476543.96,18.01,0.91,80214.73,339851148897.73,NA,-6.19938300432034,-50.2785154857282
"Taiwan, China","2001",NA,NA,NA,NA,NA,NA,NA,NA,-26.3901923332768,-18.6268422063844
"Taiwan, China","2002",NA,NA,NA,NA,NA,NA,NA,NA,-25.5934395340107,-16.7808961628653
"Taiwan, China","2003",NA,7.4e+07,NA,NA,NA,NA,NA,NA,-26.8050115279187,-17.4472137817781
"Taiwan, China","2004",NA,8.9e+07,NA,NA,NA,NA,NA,NA,-26.928860988874,-17.1232261426075
"Taiwan, China","2005",NA,1.11e+08,NA,NA,NA,NA,NA,NA,-28.1093650900924,-18.2619193122656
"Taiwan, China","2006",NA,1.39e+08,NA,NA,NA,NA,NA,NA,10.8296406291233,-37.3545597555794
"Taiwan, China","2007",NA,1.22e+08,NA,NA,NA,NA,NA,NA,2.01988677310607,-44.7847126493986
"Taiwan, China","2008",NA,1.75e+08,NA,NA,NA,NA,NA,NA,11.4850717498184,-37.5186244427858
"Taiwan, China","2009",NA,1.48e+08,NA,NA,NA,NA,NA,NA,10.330698643564,-36.5959544230572
"Taiwan, China","2010",74.39,1.68e+08,NA,NA,NA,NA,NA,NA,1.66249549008763,-45.9473908821623
"Taiwan, China","2011",74.82,2.38e+08,NA,NA,NA,NA,NA,NA,-6.81191160032624,-37.3777464513236
"Taiwan, China","2012",75.92,1.54e+08,NA,NA,NA,NA,NA,NA,2.95000451148431,-45.7215382700827
"Taiwan, China","2013",79.21,NA,NA,NA,NA,NA,NA,NA,-6.26425360190161,-36.8020996226679
"Taiwan, China","2014",79.24,NA,NA,NA,NA,NA,NA,NA,2.83442244520107,-44.0998578868198
"Taiwan, China","2015",80.53,NA,NA,NA,NA,NA,NA,NA,-6.99047762079508,-37.2554695264645
"Tajikistan","2001",NA,NA,734837993.74,0.88,10.2,171.81,846917566.16,0.09,14.757661057389,-2.23436137728127
"Tajikistan","2002",NA,NA,799355008.62,2.95,10.8,190.6,929172507.23,0.07,15.1773051742178,-6.57133306385309
"Tajikistan","2003",NA,56000,984910575.63,2.04,11,237.89,1142120732.49,0.07,17.5896212198037,-7.60915591354897
"Tajikistan","2004",NA,1043000,1210650160.89,13.1,10.3,311.42,1451395244.27,0.07,16.3317771766257,-7.63624667548489
"Tajikistan","2005",NA,1482000,601252124,2.36,6.7,339.77,1220947760,0.1,-37.559648253472,15.6704589249484
"Tajikistan","2006",NA,764000,656279233.6,11.96,7,407.25,1617666608,0.11,-43.1034319703675,17.3677414765877
"Tajikistan","2007",NA,3773000,766930278.05,9.68,7.8,523.95,2554805193.93,0.07,-44.4742612840497,19.0588743287148
"Tajikistan","2008",NA,1126000,864915841.4,7.28,7.9,711.5,3704007491.13,0.07,-43.4521296084147,18.4197126482035
"Tajikistan","2009",NA,833000,754166682.42,0.32,3.8,671.54,2712236101.58,0.09,-43.7993440739444,19.3317384697758
"Tajikistan","2010",41.07,489000,865761488.63,-0.28,6.5,744.19,2968392223.43,0.09,-43.9253136495642,17.953116973897
"Tajikistan","2011",43.42,1114000,1164439006.4,1.03,7.4,841.22,4381507900.99,0.12,-43.7990736044137,18.0287124494819
"Tajikistan","2012",43.65,NA,1644157903.35,2.6,7.5,962.44,5273278986.85,0.11,-44.9175248290954,17.9413081882997
"Tajikistan","2013",44.47,NA,1631431635.95,-0.64,7.4,1048.67,5812811447.88,0.12,-43.6400281495353,15.8431595084755
"Tajikistan","2014",47.38,NA,NA,3.35,6.7,1113.37,NA,NA,-45.3832159956087,16.4757955636907
"Tajikistan","2015",51.37,NA,NA,4.98,4.2,925.91,NA,NA,-45.4955561662983,16.8405388465741
"Thailand","2001",NA,NA,76088350937.05,4.21,3.44,1896.97,68589774463.84,0.26,17.7382049651627,-2.17367938354536
"Thailand","2002",NA,NA,81447761993.11,2.49,6.15,2093.98,72957581569.88,0.24,35.9827589628472,14.6510083275535
"Thailand","2003",NA,NA,93686958534.01,3.44,7.19,2349.38,84013658080.35,0.26,17.8066219637913,-0.979819442076478
"Thailand","2004",NA,NA,114062537292.65,3.39,6.29,2643.48,106227176896.46,0.26,10.9625793111257,-7.30962630627861
"Thailand","2005",NA,58268000,129499031578.74,4.34,4.19,2874.39,131483909786.4,0.23,35.8855674539556,16.0416620726464
"Thailand","2006",NA,73506000,152293199936.64,4.03,4.97,3351.12,145055593685.65,0.25,18.3182592957141,-1.59089518675985
"Thailand","2007",NA,84411000,181094466107.73,3.28,5.44,3962.75,160397413538.36,0.21,35.1554780279239,15.0674445296878
"Thailand","2008",NA,121895000,208095295272.46,2.94,1.73,4384.78,201114269676.08,NA,19.4062175256812,-1.84317499720182
"Thailand","2009",NA,78884800,180542906976.07,2.28,-0.74,4231.14,154185406203.15,0.25,19.1984590947097,-3.15090250345957
"Thailand","2010",74.59,121197000,225513528184.64,4.32,7.51,5111.91,206631792890.8,NA,18.876490524021,-3.94204174362379
"Thailand","2011",74.03,92051900,260488165631.96,0.67,0.83,5539.49,254155393106.98,0.39,36.8813003013031,11.2374178333569
"Thailand","2012",73.82,82506900,275465381509.57,3.25,7.23,5915.22,272855603205.6,NA,37.2124577996209,10.1257714562489
"Thailand","2013",73.99,NA,284493686129.01,3.77,2.7,6225.05,273633762936.93,NA,35.5825926147705,11.5885985024412
"Thailand","2014",74.4,NA,280099908250.67,0.92,0.82,5969.94,253378530655.98,NA,37.4466785709351,11.4223749190515
"Thailand","2015",71.33,NA,NA,2.02,2.82,5816.44,NA,NA,24.4500940272301,-19.2792438799882
"Timor-Leste","2001",NA,NA,9.4e+07,NA,16.37,522.03,7.98e+08,NA,-13.5163658200959,-9.5428208066893
"Timor-Leste","2002",NA,NA,3.8e+07,0.21,-6.65,496.18,8.58e+08,NA,-12.8425681213997,-4.82984479641078
"Timor-Leste","2003",NA,NA,3.6e+07,1,-2.32,487.39,6.25e+08,NA,-11.8357149456897,-5.31309979179725
"Timor-Leste","2004",NA,NA,3.9e+07,0,0.51,484.09,4.41e+08,NA,-11.507907535908,-4.22465673635495
"Timor-Leste","2005",NA,NA,4e+07,0.18,6.24,501.43,3.13e+08,NA,-23.3822213558315,2.66878086128859
"Timor-Leste","2006",NA,NA,4.5e+07,1.83,-5.71,464.84,4.08e+08,NA,-18.4760041979874,25.5309194622874
"Timor-Leste","2007",NA,NA,5.9e+07,1.56,11.45,551.72,6.46e+08,NA,-16.7596412774465,17.3476450535704
"Timor-Leste","2008",NA,NA,6.9e+07,5.72,14.2,673.37,8.18e+08,NA,-16.7847527232261,17.023989857739
"Timor-Leste","2009",NA,NA,7.5e+07,5.86,12.96,780.26,1.02e+09,NA,-16.6979492984795,17.8481678955165
"Timor-Leste","2010",42,NA,9e+07,3.25,9.37,875.84,1.082e+09,NA,-18.4396881997184,16.3351917701858
"Timor-Leste","2011",42.58,NA,1e+08,4.31,9.53,1015.72,1.406e+09,NA,-19.5916517983364,17.0335488865844
"Timor-Leste","2012",42.97,NA,1.24e+08,3.12,6.35,1127.11,1.592e+09,NA,-17.8210875456267,15.793749204748
"Timor-Leste","2013",43.11,NA,1e+08,4.23,2.76,1117.73,1.265e+09,NA,-19.630308569629,15.9316859118982
"Timor-Leste","2014",45.04,NA,89600000,2.47,5.5,1131.23,1430779635.89,NA,-19.0469257018896,15.1729656498615
"Timor-Leste","2015",44.08,NA,NA,3.04,4.25,1134.43,NA,NA,26.286303331387,32.0475977824852
"Tonga","2001",NA,NA,22312582.41,4.57,3.6,1697,81859625.16,NA,-36.7129799312884,12.5088092143134
"Tonga","2002",NA,NA,33131833.09,2.58,3.42,1836.29,100869442.42,NA,-38.2425503220524,13.3684648921397
"Tonga","2003",NA,1750000,40190662.93,1.62,2.16,2089.22,111585060.69,NA,-36.6644638284897,11.3341805586964
"Tonga","2004",NA,182000,46827348.35,1.94,0.76,2357.15,130227328.06,NA,-39.1687016209845,10.5273990372606
"Tonga","2005",NA,2108000,46600102.93,2.78,1.58,2565.39,152443437.98,NA,-39.0159479739474,10.7259137788757
"Tonga","2006",NA,1090000,42192753.84,4.03,-1.08,2837.08,150092008.49,NA,-39.3652248989362,11.2645703172837
"Tonga","2007",NA,1126000,37066822.26,9.72,-4.57,2932.96,157094677.56,NA,-40.2648637989793,10.9189689509085
"Tonga","2008",NA,1774000,46537839.79,1.75,2.46,3307.28,179578871.5,NA,-37.9004142738882,10.8972899431184
"Tonga","2009",NA,1653000,45798279.68,0.13,1.1,3106.9,175848611.45,NA,-1.39520591013922,52.7563477316497
"Tonga","2010",64.58,NA,47151101.78,2.43,4.17,3557.74,178536201.47,NA,-38.6958162309072,8.35308184752343
"Tonga","2011",64.69,NA,74331983.81,0.84,2.02,4226.69,217061885.48,NA,-39.1361815967518,8.57495141831091
"Tonga","2012",65.74,NA,89275952.31,0.39,0.55,4364.31,256458272.75,NA,-40.2596100179453,9.26072200032225
"Tonga","2013",65.25,NA,91626993.28,1.54,-2.68,4117.31,246319427.53,NA,-40.4409928374079,10.3705522588632
"Tonga","2014",66.3,NA,77194082.41,12.9,2.14,4114.05,232459452.72,NA,-39.7246722172697,9.4237479446964
"Tonga","2015",64.17,NA,NA,NA,NA,NA,NA,NA,-24.0202505951138,-5.1657068741438
"Turkey","2001",NA,NA,53785580939.95,1.71,-5.7,3053.87,45699317069.19,0.54,10.5444287154177,0.323055629866058
"Turkey","2002",NA,NA,58638960323.78,0.47,6.16,3570.55,54838097133.76,0.53,9.22242399376967,0.568239119625723
"Turkey","2003",NA,1561999710,69674957692.05,0.56,5.27,4586.81,72836671996.8,0.48,6.78293707214982,-12.1045496601185
"Turkey","2004",NA,2835999976,92361269028.41,0.71,9.36,5855.54,102691164503.68,0.52,8.69917982215334,0.232743023423905
"Turkey","2005",NA,2158000465,105557060881.21,2.08,8.4,7117.23,122442651086.63,0.59,6.69108633183035,-9.15341213425342
"Turkey","2006",NA,1995999848,120354555477.77,3.8,6.89,7727.27,146427818900.95,0.58,41.778601329119,-3.81222345506118
"Turkey","2007",NA,1942001620,144466001995.55,3.41,4.67,9309.51,177863291119.81,0.72,43.2172690551078,-4.1314460790102
"Turkey","2008",NA,2447999760,174608489435.27,2.72,0.66,10382.32,206982593161.74,0.73,41.4119767014795,-4.34046218893856
"Turkey","2009",NA,1557999984,143292027741.93,1.4,-4.83,8623.95,150085209032.26,0.85,42.050511172286,-6.08877127957478
"Turkey","2010",65.3,1823998407,155074465664.09,1.24,9.16,10111.52,195658951290.92,0.84,41.3463063628665,-7.00232976887189
"Turkey","2011",65.34,2533999792,185760025074.63,2.09,8.77,10538.44,252937574925.37,0.86,41.2346506874313,-6.76262163065551
"Turkey","2012",66.05,1219544512,207440370824.05,1.68,2.13,10539.37,248166330734.97,0.92,42.1318922525684,-9.17545259230857
"Turkey","2013",66.91,NA,211044675911.33,1.5,4.19,10800.36,264910642924.68,0.94,27.1071890299502,25.8916647882918
"Turkey","2014",68.52,NA,222743026730.64,1.57,3.02,10303.9,256639575508.34,NA,42.1974002050166,-7.85838546075333
"Turkey","2015",69.93,NA,200827658088.23,2.34,3.98,9130.03,221353603308.82,NA,41.4807185486424,-7.53148783605222
"Turkmenistan","2001",NA,NA,2877000022.37,4.81,4.34,776.57,2716999998.13,NA,-10.2991691858001,-17.8295329856232
"Turkmenistan","2002",NA,NA,3080999997.53,6.19,0.26,969.97,2382999989.67,NA,-9.86199482348923,-16.451777339779
"Turkmenistan","2003",NA,NA,3724500010.06,3.78,3.27,1286.01,3384000020.12,NA,-11.9816063518937,-13.5776378676839
"Turkmenistan","2004",NA,NA,4.216e+09,5.17,5,1455.94,4.071e+09,NA,-11.8552566018473,-13.9507481303116
"Turkmenistan","2005",NA,NA,5.27e+09,5.16,13.04,1706.96,3.872e+09,NA,-11.6442417291863,-12.2391430795647
"Turkmenistan","2006",NA,NA,7.512e+09,7.11,10.97,2140.46,3.589e+09,NA,-13.2720300856023,-12.0528777397689
"Turkmenistan","2007",NA,NA,9.548e+09,6.76,11.06,2606.74,4.901e+09,NA,-10.7052911986851,-17.1235751609819
"Turkmenistan","2008",NA,NA,1.2345e+10,6.63,14.7,3918.93,7.781e+09,NA,-11.8179546794441,-17.0246194022264
"Turkmenistan","2009",NA,NA,1.5079e+10,22.52,6.1,4059.96,9.145e+09,NA,-10.3825630176269,-15.8064347163698
"Turkmenistan","2010",NA,NA,17234443263.16,16.08,9.2,4479.01,10043869052.63,NA,-11.4925838166935,-15.7698300489136
"Turkmenistan","2011",NA,NA,21836155929.82,11.6,14.7,5724.54,12725649859.65,NA,-11.5509350633016,-16.3591084771396
"Turkmenistan","2012",NA,NA,25760632140.35,8.9,11.1,6797.72,15610514807.02,NA,-11.6743975816194,-17.079884358118
"Turkmenistan","2013",NA,NA,NA,9.52,10.2,7480.32,NA,NA,-23.1591504165567,-19.4568054128879
"Turkmenistan","2014",NA,NA,NA,9.59,10.3,8193.72,NA,NA,-22.104982732781,-12.7666837471124
"Turkmenistan","2015",NA,NA,NA,11.41,6.5,6947.84,NA,NA,-21.9187119288559,-19.6800078954084
"Tuvalu","2001",NA,NA,NA,-0.07,1.63,1393.33,NA,NA,-28.2712589300742,-25.104522139017
"Tuvalu","2002",NA,NA,NA,-0.06,7.89,1621.33,NA,NA,-25.6942715989848,-21.6410169019984
"Tuvalu","2003",NA,3269,NA,-0.06,-3.33,1901.03,NA,NA,-19.6943052658754,-24.4294906462222
"Tuvalu","2004",NA,10624,NA,-0.05,-1.35,2232.6,NA,NA,-19.3328599692539,-22.5822807639988
"Tuvalu","2005",NA,4977,NA,-0.05,-3.78,2252.89,NA,NA,-32.67562992301,10.5924230530561
"Tuvalu","2006",NA,2073,NA,-0.05,2.14,2353.36,NA,NA,-30.5965717890545,10.622893855036
"Tuvalu","2007",NA,1559,NA,-0.04,6.35,2768.37,NA,NA,-31.5074645402563,9.87404644200472
"Tuvalu","2008",NA,1543,NA,5.57,7.98,3094.63,NA,NA,-32.5254630050149,11.4338174585251
"Tuvalu","2009",NA,NA,NA,6.46,-4.43,2763.16,NA,NA,-30.7685595221748,10.876933408324
"Tuvalu","2010",NA,NA,NA,1.43,-2.73,3238.38,NA,NA,-30.8490252270353,9.9542056530191
"Tuvalu","2011",NA,NA,NA,-0.3,8.45,3993.5,NA,NA,-23.4194744057928,-16.9540863493546
"Tuvalu","2012",NA,NA,NA,3.32,0.17,4044.19,NA,NA,-23.2012009072776,-17.2937787503728
"Tuvalu","2013",NA,NA,NA,0.88,1.3,3880.19,NA,NA,-29.1401183081691,10.1379034461999
"Tuvalu","2014",NA,NA,NA,1.67,1.99,3826.9,NA,NA,-29.1532912720373,10.6011838699686
"Tuvalu","2015",NA,NA,NA,NA,NA,NA,NA,NA,-25.5327597328334,-24.4445805093473
"Ukraine","2001",NA,NA,21080210718.34,2.08,9.2,780.74,20462016716,1.02,-6.5693956059746,-12.5273664354124
"Ukraine","2002",NA,NA,23352983141.22,1.63,5.2,879.48,21496076296.32,1,-5.33736852883781,-10.5504686526613
"Ukraine","2003",NA,1.98e+08,28952313087.18,2.84,9.4,1048.52,27664222626.44,1.11,-5.47610099868946,-11.9714537695324
"Ukraine","2004",NA,2.95e+08,39715736040.61,2.64,12.1,1367.35,34840759541.27,1.08,2.66201026804986,-3.08436827327604
"Ukraine","2005",NA,4.58e+08,44344449431.19,9.06,2.7,1828.72,43623041348.76,1.17,1.35294230579377,-0.905900984470982
"Ukraine","2006",NA,6.36e+08,50239009900.99,5.2,7.3,2303.02,53306930693.07,0.95,13.1281552404296,40.3632769148085
"Ukraine","2007",NA,9.66e+08,64000990099.01,7.14,7.9,3068.61,71877029702.97,0.85,13.3519937958693,41.7051509794075
"Ukraine","2008",NA,1.396e+09,84458345990.28,5.94,2.3,3891.04,98835814094.78,0.85,13.5006520035496,40.6536307210281
"Ukraine","2009",NA,1.01e+08,54364411130.51,4.07,-14.8,2545.48,56327651709.62,0.86,12.954958312935,39.903827690637
"Ukraine","2010",39.69,1.45e+08,69227909672.87,4.73,4.2,2974,73072231463.28,0.83,23.354868217801,42.1369081005704
"Ukraine","2011",44.18,1.3e+08,81280184748.23,4.42,5.2,3569.76,92063607610.82,0.74,23.0745987753097,41.5291333364887
"Ukraine","2012",44.35,1.55e+08,83884244775.37,4.65,0.2,3855.42,99091978475.79,0.75,24.3184849367969,40.7877526829037
"Ukraine","2013",48.86,NA,78742900037.53,2.49,0,3986.28,95520955836.36,0.76,3.54677583939773,55.1693232863985
"Ukraine","2014",58.12,NA,64788461053.11,0.64,-6.6,3065.16,70173639445.77,NA,32.6602056497507,-5.62049354492968
"Ukraine","2015",62.31,NA,47816678645.16,3.37,-9.9,2114.95,49623753130.05,NA,-26.3905307517641,-3.13350828658873
"United Kingdom","2001",NA,NA,400230315243.99,3.51,2.76,25980.22,437600403051.68,1.72,0.607094221391024,-30.5363255180486
"United Kingdom","2002",NA,NA,419661270983.21,1.52,2.49,28301.21,468758992805.76,1.72,0.187520483926456,-30.4630418220099
"United Kingdom","2003",NA,23981504696,478592653061.22,1.42,3.34,32575.09,527826938775.51,1.67,26.9972704958279,-46.58357881526
"United Kingdom","2004",NA,29601963454,560767118271.69,2.5,2.49,38305.87,625318564628.34,1.61,29.1465718250768,-46.5679591243686
"United Kingdom","2005",NA,30585565232,620578181818.18,10.44,3,40047.91,686734545454.55,1.63,28.5782315109059,-46.7478761853729
"United Kingdom","2006",NA,30955662326,717192272309.11,7.87,2.66,42534.31,783655933762.65,1.65,29.5672641148493,-46.7483262486271
"United Kingdom","2007",NA,32800957114,761538615446.18,7.06,2.59,48428.16,841036414565.83,1.69,31.1793174701273,-45.4069479055405
"United Kingdom","2008",NA,35040795658,773569852941.18,9.07,-0.47,45195.16,858919117647.06,1.69,30.4910302762773,-46.2060676544491
"United Kingdom","2009",NA,29022352180,620990808537.16,0.63,-4.19,37166.28,675066209689.98,1.75,28.3242433542271,-46.660464298036
"United Kingdom","2010",83.4,31260284668,686606922126.08,2.78,1.54,38292.87,753116501854.14,1.69,29.3599323023724,-46.9563304813617
"United Kingdom","2011",84.19,35777173267,796473321583.08,1.04,1.97,41020.38,838469796506.97,1.69,29.0120884151458,-46.9416875741602
"United Kingdom","2012",84.32,3946979992,792569917922.92,1.78,1.18,41294.51,846093590883.05,1.63,14.6283951968458,-26.47684217102
"United Kingdom","2013",84.35,NA,814555434921.37,1.29,2.16,42294.89,868072880263.59,1.63,12.7788089322179,-28.3050689231444
"United Kingdom","2014",84.74,NA,844829636885.31,1.52,2.85,46278.52,901437046625.58,NA,14.6088033092041,-26.0993291214364
"United Kingdom","2015",82.18,NA,781530109771.93,1.39,2.33,43734,837558302128.97,NA,20.7033939816849,-25.1249935072148
"Uzbekistan","2001",NA,NA,3.201e+09,0.73,4.2,456.7,3.152e+09,NA,-11.0007749323808,-6.93552254769531
"Uzbekistan","2002",NA,NA,2.985e+09,0.67,4,383.35,2.843e+09,NA,-10.3065576528791,-7.35426556751655
"Uzbekistan","2003",NA,NA,3.775e+09,0.82,4.2,396.13,3.097e+09,NA,-12.8181645788857,-9.6376624524831
"Uzbekistan","2004",NA,NA,4.837e+09,1.47,7.7,465.12,3.928e+09,NA,-12.6242605705012,-10.8968042595914
"Uzbekistan","2005",NA,NA,5.416e+09,1.34,7,546.78,4100700000,NA,-10.6504057673336,-9.51956947360983
"Uzbekistan","2006",NA,NA,6.326e+09,1.02,7.3,642.96,5363500000,NA,-10.1456491833924,-9.05497652907584
"Uzbekistan","2007",NA,NA,8.851e+09,3.16,9.92,830.41,8.15e+09,NA,-19.7782635293368,-11.0693621069186
"Uzbekistan","2008",NA,NA,1.2158e+10,2.55,9,1023.12,1.1393e+10,NA,-12.118014267847,-10.1575259761999
"Uzbekistan","2009",NA,NA,11535669224.23,2.57,8.1,1181.85,11697613878.67,NA,0.0683651974195641,18.6868733190635
"Uzbekistan","2010",39.99,NA,12452710695.65,4.16,8.5,1377.08,11215099694.17,NA,-36.2743574831455,-11.8133370976877
"Uzbekistan","2011",41.09,NA,14993897440.98,3.61,8.3,1544.83,14161236336.43,NA,-36.7949468129391,-11.1931571038954
"Uzbekistan","2012",44.1,NA,14165317612.16,1.1,8.2,1719.04,16833902091.23,NA,-35.7406161135542,-8.13949240164514
"Uzbekistan","2013",46.96,NA,15345926749.4,1.11,8,1877.96,17819914940.33,NA,-26.6486692010331,48.962600033173
"Uzbekistan","2014",48.73,NA,14556400000,0.99,8.1,2052.59,17082400000,NA,-27.2853056866778,45.1891492090782
"Uzbekistan","2015",58.81,NA,13790500000,1.6,8,2132.07,14797400000,NA,-25.1374900359475,-4.85432277023314
"Vanuatu","2001",NA,NA,97899354.84,6.98,-3.49,1362.62,128488602.15,NA,-32.3782483648325,9.56478981387468
"Vanuatu","2002",NA,NA,111107678.76,5.39,-5.11,1353.93,129692675.84,NA,11.1745180820176,23.0853222073542
"Vanuatu","2003",NA,NA,136092224.19,5.73,4.29,1580.51,151862848.76,NA,-7.96715687060489,-7.70576778517167
"Vanuatu","2004",NA,NA,166437069.51,5.44,3.98,1787.94,193836658.02,NA,0.462581923020744,-3.5079449439279
"Vanuatu","2005",NA,NA,179247165.57,3.36,5.3,1886.39,216401912.02,NA,-2.6619814324068,-1.80237618133368
"Vanuatu","2006",NA,NA,181334552.9,9.89,8.46,2047.09,212073665.41,NA,9.18722848485702,26.7977080407139
"Vanuatu","2007",NA,NA,214755338.62,6.49,5.18,2393.33,250884685.78,NA,8.17054242227741,26.6117850823422
"Vanuatu","2008",NA,86000,274566730.68,6.2,6.45,2698.02,350296346.15,NA,8.09552511175402,26.3564531513046
"Vanuatu","2009",NA,284000,299604275.03,5.27,3.31,2643.48,343327012.73,NA,8.24098254084006,27.3200822357917
"Vanuatu","2010",61.29,242000,326760627.33,9.01,1.63,2965.75,369596040.69,NA,44.8934001616807,20.2062526416342
"Vanuatu","2011",61.63,358000,351238191.47,7.72,1.22,3275.02,395801013.09,NA,0.719816454189903,-1.75508421757856
"Vanuatu","2012",62.84,NA,383721495.07,7.73,1.75,3158.42,397409256.51,NA,-0.885657447038243,-1.27098194301056
"Vanuatu","2013",64.1,NA,383446598.09,7.41,1.97,3167.06,411285929.61,NA,0.0539152581190555,-2.63220756940128
"Vanuatu","2014",65.31,NA,390927665.13,1.63,2.3,3147.96,402517040.67,NA,-1.02884022583903,-1.83129967832417
"Vanuatu","2015",60.02,NA,NA,NA,NA,NA,NA,NA,-40.4440327899871,-17.8904463282544
"Vietnam","2001",NA,NA,17997102361.55,3.68,6.19,448.88,18595918552.13,NA,13.1181670251312,21.0127643211515
"Vietnam","2002",NA,NA,19193787586.95,3.69,6.32,477.11,21724925553.85,0.18,15.2608101347006,-1.35029868998333
"Vietnam","2003",NA,NA,22415697835.48,3.39,6.9,530.86,26759132794.25,NA,12.4854102233531,21.4087136382964
"Vietnam","2004",NA,NA,27134530700.56,3.26,7.54,606.9,33292010669.38,NA,14.6249730323711,20.1166975328758
"Vietnam","2005",NA,NA,36712091515.28,3.39,7.55,699.5,38623129995.21,NA,13.8443071675898,21.2149286611884
"Vietnam","2006",NA,NA,44944777029.24,3.62,6.98,796.67,46856276474.36,NA,16.0813912194111,20.308993210572
"Vietnam","2007",NA,NA,54591007520.9,8.65,7.13,919.21,65095862341.96,NA,36.9036234973749,4.29962020959986
"Vietnam","2008",NA,NA,69724976613.66,9.66,5.66,1164.61,83250410219.45,NA,38.2631556536723,5.99323028044477
"Vietnam","2009",NA,NA,66759298958.41,7.17,5.4,1232.37,77749986571.04,NA,38.4075640076567,5.50338737428369
"Vietnam","2010",58.66,NA,83473591367.99,6.9,6.42,1333.58,92994667681.48,NA,14.0802947815274,-17.9961212761425
"Vietnam","2011",59.45,NA,107605943514.67,5.48,6.24,1542.67,113207523251.14,0.19,14.2348727572876,-18.0341871775471
"Vietnam","2012",59.52,NA,124700595352.41,5.37,5.25,1754.55,119241741885.92,NA,14.3132215582652,-18.2979133106068
"Vietnam","2013",60.05,NA,143186375749.83,5.2,5.42,1907.56,139491333617.08,NA,14.8800656585913,-18.3062210874441
"Vietnam","2014",60.44,NA,160889700018.91,4.94,5.98,2052.32,154791472668.81,NA,14.3847395910049,-18.9645124323548
"Vietnam","2015",60.35,NA,173812067917.89,6.1,6.68,2111.14,172280536995.77,NA,26.8841886223965,31.435544961351
