"Country","Period","X416","X2809","X915","X1541","X940","X944","X1026","X2013","x","y"
"Albania","2001",NA,NA,748461645.55,5.1,7.94,1326.97,1583646804.96,NA,-25.2850318675149,11.120199038406
"Albania","2002",NA,NA,869225487.84,3.04,4.23,1453.64,1966308371.88,NA,-26.5037354649829,10.9717139326347
"Albania","2003",NA,9491000,1169843189.95,3.1,5.77,1890.68,2590993958.27,NA,-26.4896050391402,11.7556443346783
"Albania","2004",NA,15614000,1608022160.19,4.67,5.71,2416.59,3245963304,NA,-26.8091420472999,13.0303164822439
"Albania","2005",NA,36406000,1862113160.77,3.22,5.72,2709.14,3872963233.31,NA,-27.3131414160999,12.5124552353839
"Albania","2006",NA,116677000,2242225040.11,3.62,5.43,3005.01,4363324818.51,NA,-19.424735302562,20.8041095848785
"Albania","2007",NA,208860000,3005295931.9,6.1,5.9,3603.01,5862891872.97,0.09,-14.8247151226717,18.1675519803002
"Albania","2008",NA,85266000,3811621610.93,9.63,7.53,4370.54,7269867619.61,0.15,23.0940897646234,-0.761879939608908
"Albania","2009",NA,48013000,3565191443.08,11.15,3.35,4114.14,6474811754.5,NA,23.5670597976865,-0.358129130265653
"Albania","2010",62.17,194290000,3869105644.41,9.13,3.71,4094.36,6324212520.35,NA,25.4875294683598,0.9525230421562
"Albania","2011",62.34,116851000,4384659124.83,8.14,2.55,4437.81,7315461380.64,NA,25.4027790922221,0.404039288624674
"Albania","2012",58.67,57536000,4108850594.26,7.47,1.42,4247.84,6404670234.03,NA,25.9612684255149,0.760108163154802
"Albania","2013",58.9,NA,4530754729.64,9.81,1.11,4412.35,6835365179.09,NA,31.5616882466633,31.8633436885913
"Albania","2014",59.37,NA,3732085800.8,8.66,2,4588.65,6243050922.84,NA,26.2982667878565,-0.165492660206585
"Albania","2015",66.77,NA,3105037440.22,8.57,2.56,3965.02,5070768048.47,NA,-23.120178693302,-4.27948113593688
"American Samoa","2004",NA,NA,NA,NA,NA,NA,NA,NA,-34.1791513730701,-29.8956371286921
"American Samoa","2005",NA,NA,NA,NA,NA,NA,NA,NA,-35.9966248719991,-28.6188511756237
"American Samoa","2006",NA,NA,NA,NA,NA,NA,NA,NA,-36.7331971111461,-30.1876322837423
"American Samoa","2007",NA,NA,NA,NA,NA,NA,NA,NA,-32.6862898953637,-34.1304387516167
"American Samoa","2008",NA,NA,NA,NA,NA,NA,NA,NA,-32.9030861528256,-31.8706458132364
"American Samoa","2009",NA,NA,NA,NA,NA,NA,NA,NA,-31.5025859614642,-34.271793679862
"American Samoa","2010",NA,NA,NA,NA,NA,NA,NA,NA,-34.5060058861155,-27.7944620934985
"American Samoa","2011",NA,NA,NA,NA,NA,NA,NA,NA,-35.8762828055435,-31.0598437915364
"American Samoa","2012",NA,NA,NA,NA,NA,NA,NA,NA,-37.3612192789067,-32.0906905446228
"American Samoa","2013",NA,NA,NA,NA,NA,NA,NA,NA,-33.7959585493452,-33.4445312705776
"American Samoa","2014",NA,NA,NA,NA,NA,NA,NA,NA,-36.3502532635192,-27.5984081959281
"American Samoa","2015",NA,NA,NA,NA,NA,NA,NA,NA,-34.0027881116188,-30.9229150835897
"Andorra","2001",NA,NA,NA,NA,6.07,21897.66,NA,NA,-22.6181852263583,-39.0959939560806
"Andorra","2002",NA,NA,NA,NA,6.43,24175.37,NA,NA,-23.7087718128889,-38.4691367242887
"Andorra","2003",NA,NA,NA,NA,12.02,31742.99,NA,NA,-23.4712609850941,-40.5900336854173
"Andorra","2004",NA,NA,NA,NA,8.07,37235.45,NA,NA,-24.589363426725,-41.3637240200151
"Andorra","2005",NA,NA,NA,NA,7.84,39990.33,NA,NA,-23.3074801209957,-43.2324780247473
"Andorra","2006",NA,NA,NA,NA,4.59,42417.23,NA,NA,-23.6945221358343,-43.0316343939304
"Andorra","2007",NA,NA,NA,NA,0.08,47253.53,NA,NA,-22.7874767243794,-43.2308335297117
"Andorra","2008",NA,NA,NA,NA,-8.59,46736,NA,NA,-22.5416587681836,-42.8057775564968
"Andorra","2009",NA,NA,NA,NA,-3.82,42701.45,NA,NA,-22.2574927998706,-43.8055089968551
"Andorra","2010",NA,NA,NA,NA,-5.35,39639.39,NA,NA,-22.0344997403247,-40.3965642651141
"Andorra","2011",NA,NA,NA,NA,-4.8,41630.05,NA,NA,-21.9274950182012,-42.2683387424308
"Andorra","2012",NA,NA,NA,NA,-1.76,39666.37,NA,NA,-21.972316309044,-43.4011828032632
"Andorra","2013",NA,NA,NA,NA,-0.06,42806.52,NA,NA,-23.8211748203718,-40.954493808909
"Armenia","2001",NA,NA,539539689.4,3.3,9.56,692.3,977647641.7,0.28,43.7760200013197,39.741500249691
"Armenia","2002",NA,NA,697610011.34,4.66,13.19,779.83,1107060085.46,0.25,43.969210446276,40.345577657345
"Armenia","2003",NA,4663000,902544361.32,4.38,14.04,924.46,1404513018.99,0.24,42.9187427159723,39.6910370254426
"Armenia","2004",NA,11323000,1063500421.78,6.91,10.47,1181.97,1620291873.65,0.21,41.813800828944,38.1232771528554
"Armenia","2005",NA,10791000,1411787059.32,5.96,13.87,1625.41,2118458522.47,0.26,41.1038579700844,39.0754384475476
"Armenia","2006",NA,12330000,1491343148.41,7.31,13.2,2126.62,2505910483.69,0.24,31.8557096708518,40.4368290162656
"Armenia","2007",NA,13420000,1766288264.91,7.25,13.75,3080.97,3604342095.15,0.21,31.6406813795318,40.6953048540154
"Armenia","2008",NA,16384000,1754799336.14,8.09,6.9,3919.98,4741291122.58,0.22,30.1225423655064,39.3346169883441
"Armenia","2009",NA,9891950,1338222263.45,8.79,-14.15,2915.58,3718993413.68,0.29,30.776018281336,39.2193758286685
"Armenia","2010",61.82,23660000,1928926124.12,5.72,2.2,3124.78,4196501101.94,0.24,30.4245531794235,40.3374958039942
"Armenia","2011",62.37,23775000,2409446527.51,6.44,4.7,3417.17,4802696584.09,0.27,29.4903022278684,40.1797440816687
"Armenia","2012",64.87,23278600,2927398422.95,4.68,7.2,3565.52,5139753188.44,0.25,30.2267434630544,38.6192665940465
"Armenia","2013",68.78,NA,3153950545.58,3.42,3.3,3716.83,5360220562.33,0.24,-26.7865168040339,33.8731936812073
"Armenia","2014",70.34,NA,3316273473.88,3.47,3.5,3873.53,5461874621.02,NA,-25.2670785128785,0.652103985051747
"Armenia","2015",72.68,NA,3140262048.97,1.71,3,3499.8,4357998427.76,NA,-24.8740460365729,-1.27501186758821
"Australia","2001",NA,NA,83817752495.44,2.83,1.93,19495.15,83150692282.92,NA,1.52582823872076,-16.1643683296713
"Australia","2002",NA,NA,81500104646.3,3.72,3.86,20059.45,81408539137.71,1.75,0.580930254952939,-18.8316216239772
"Australia","2003",NA,1824847000,88243447874.2,1.93,3.07,23440.01,98146185206.76,NA,1.79136646008527,-16.5636392213122
"Australia","2004",NA,1787805000,104239578887.47,7,4.15,30440.85,120789586000.85,1.85,0.348050602708643,-17.5920567885909
"Australia","2005",NA,2093852000,125269132461.28,-3.62,3.21,33982.95,144094872951.44,NA,2.77386207253764,-17.3160861160668
"Australia","2006",NA,2482464000,146423330338.42,4.09,2.98,36084.86,159926624737.95,2.18,12.6807070675799,-40.5985885162002
"Australia","2007",NA,2990953000,169723639789.59,5.21,3.76,40957.83,183462353772.47,NA,23.7725110249196,-33.7119350398026
"Australia","2008",NA,3709177000,208367949865.71,4.28,3.71,49628.12,235793196060.88,2.4,11.9269816870144,-41.5919651785039
"Australia","2009",NA,1154041000,208703431011.63,3.1,1.82,42715.13,207758798409.66,NA,12.9264292937459,-40.173773391969
"Australia","2010",80.8,1336165000,222103408790.63,3.08,2.02,51845.65,233201796881.88,2.39,16.2784170024246,-34.2939696486399
"Australia","2011",81.15,1594634000,293849945775.41,4.72,2.38,62216.55,279401557724.54,2.25,13.3466524505518,-31.7640665686699
"Australia","2012",80.98,1105192302,327166426067.23,3.75,3.63,67646.1,329268921427.1,NA,14.2197702734131,-29.3064744010553
"Australia","2013",81.63,NA,310122088847.85,3.49,2.44,67652.68,329364932799.84,NA,11.9901128985429,-32.2396510588848
"Australia","2014",81.69,NA,304086110346.09,3.16,2.5,61995.83,311265950610.48,NA,14.9791923983129,-28.2491053743822
"Australia","2015",80.09,NA,265116066228.47,2.75,2.26,56327.72,284024461269.66,NA,13.4142076637694,-32.6016329861559
"Austria","2001",NA,NA,88024161073.83,3,1.35,24489.74,84583257270.69,2,3.3878544815901,-35.7479281187954
"Austria","2002",NA,NA,96495416901.94,0.15,1.66,26351.38,88703783173.35,2.07,3.08271207436325,-35.6659971855451
"Austria","2003",NA,176170624,116230519187.36,2.72,0.76,32102.93,109272866817.16,2.18,4.17732863823745,-35.5570743082721
"Austria","2004",NA,3824352854,140681934442.51,1.3,2.71,36693.4,131991296250.31,2.17,4.57521349644695,-35.3811764246469
"Austria","2005",NA,4629906825,153016254197.24,25.83,2.14,38242.04,143263549309.79,2.38,6.09835531007947,-34.9894585258603
"Austria","2006",NA,5296429218,169934888972.52,3.14,3.35,40430.99,158458060469.2,2.37,13.7462766944984,-40.4087040489401
"Austria","2007",NA,6189111044,202833561456.34,17.82,3.62,46586.65,186789843963.86,2.43,23.0642293788685,-37.3574512316449
"Austria","2008",NA,7379793715,227296601728.43,1.48,1.55,51386.38,209401889556.17,2.59,16.5481616899558,-39.7779349085969
"Austria","2009",NA,6416676515,178503375937.76,3.59,-3.8,47654.19,166636454570.71,2.61,16.6428481458121,-40.2115532503563
"Austria","2010",76.44,6208901673,199033973509.93,-5.64,1.93,46659.84,186062066225.17,2.74,17.9915879109172,-38.9447565362708
"Austria","2011",76.8,7581792312,230258020572.7,5.36,2.81,51123.56,219447706422.02,2.68,16.1290754996953,-39.4975594032248
"Austria","2012",76.79,407490105,219195930289.43,1.28,0.76,48324.25,208628260215.99,2.81,-7.20962217378767,-45.7208110871744
"Austria","2013",77.95,NA,228207746971.15,0.11,0.32,50557.8,215307499275.61,2.81,-4.10162427874216,-46.3361823355871
"Austria","2014",78.54,NA,232634893945.88,2.58,0.35,51148.36,216231675398.83,2.83,-6.10383869568866,-45.3425363446267
"Austria","2015",78.36,NA,199624708883.22,1.54,0.86,43438.86,183333525562.83,NA,-4.12489745411149,-46.2225642907818
"Azerbaijan","2001",NA,NA,2335730990.18,14.36,9.9,703.67,2129964995.79,0.34,9.09175142200958,-2.60164376660557
"Azerbaijan","2002",NA,NA,2667055821.33,32.47,10.6,763.1,3121064017.82,0.3,10.3194133229523,-3.64515439701215
"Azerbaijan","2003",NA,4980000,3056613024.74,55.08,11.2,883.61,4769301897.04,0.32,10.2752694517832,-2.77671563003437
"Azerbaijan","2004",NA,5232000,4235003009.58,54.36,10.2,1045.03,6312111025.24,0.3,5.68912743158691,-5.07232489281109
"Azerbaijan","2005",NA,6122000,8336195726.56,33.8,26.4,1578.37,7006432795.55,0.22,15.4589975973261,18.1146354975815
"Azerbaijan","2006",NA,6919000,13955015558.54,21.38,34.5,2473.09,8132889635.1,0.17,15.9612515107749,41.243247801503
"Azerbaijan","2007",NA,8664000,22517509963.87,13.9,25.05,3851.44,9423875538.98,0.17,16.3748718159357,41.8572280320301
"Azerbaijan","2008",NA,12260000,32133276533.59,8.16,10.77,5574.6,11464094449.85,0.17,14.5568373524503,41.1716374014077
"Azerbaijan","2009",NA,59012000,22870241353.57,6.55,9.41,4950.29,10235008708.63,0.25,14.7549743982196,41.5505765804113
"Azerbaijan","2010",62.38,107215000,28728665753.08,6.34,4.85,5842.81,10940949296.13,0.22,15.2103180221915,38.9145568500749
"Azerbaijan","2011",62.37,36008000,37214511839.94,6.8,0.07,7189.69,15881853868.56,0.21,15.5525085671007,39.7219159505881
"Azerbaijan","2012",63.54,23643000,36914842158.86,7.7,2.2,7393.77,17622072301.43,0.22,16.5412176170459,39.0553599532665
"Azerbaijan","2013",64.3,NA,35841555130.66,3.56,5.8,7811.62,19765583174,0.21,-26.7295031900764,35.0131678583677
"Azerbaijan","2014",65.74,NA,32551319648.09,5.89,2,7886.46,19718220068.85,NA,16.670966898567,38.5820610852455
"Azerbaijan","2015",66.65,NA,20059340230.33,7.63,1.1,5496.34,18473453054.85,NA,16.6198401537534,38.1812361513844
"Belarus","2001",NA,NA,8246546762.59,0.78,4.73,1244.44,8685107913.67,0.71,10.6710761816393,-6.98214572087619
"Belarus","2002",NA,NA,9286388481.43,1.69,5.05,1479.47,9833264188.12,0.62,11.500416316252,-8.10989229919121
"Belarus","2003",NA,11800000,11614408822.63,0.96,7.04,1819.48,12296961249.88,0.61,10.512723590249,-8.44480577008635
"Belarus","2004",NA,33700000,15709975382.57,0.71,11.45,2378.37,17182669847.77,0.63,9.30890672695325,-7.52480018487534
"Belarus","2005",NA,38900000,18064972931.81,1.01,9.4,3126.37,17850098894.06,0.68,8.54085609178851,-7.79323310818168
"Belarus","2006",NA,9800000,22199755083.11,0.97,10,3848.59,23741979839.07,0.66,-13.3854058213742,41.2670427650012
"Belarus","2007",NA,106400000,27592422885.97,3.99,8.6,4735.96,30430203781.47,0.96,-13.1557092957011,42.7456196857682
"Belarus","2008",NA,163900000,37021013177.56,3.6,10.2,6376.17,41713491988.27,0.74,-13.5639594247655,44.5209248175706
"Belarus","2009",NA,14800000,24865011328.84,3.81,0.2,5176.04,30401397870.11,0.64,-13.5375638061483,42.3742759794967
"Belarus","2010",54.09,15400000,29401680706.12,2.52,7.74,5818.85,36940382943.15,0.69,-11.0580606602216,43.5325666976545
"Belarus","2011",56.59,2e+07,48462044428.48,6.7,5.54,6305.77,49106554245.92,0.7,-10.7270433746397,43.093543504265
"Belarus","2012",61.74,34800000,51745323557.56,2.3,1.73,6721.83,48810119226.24,0.67,-11.9620486894819,43.7545474715324
"Belarus","2013",64.7,NA,44057915198.14,3.07,1.07,7722.12,46436133119.71,0.67,26.8495208501199,28.7393318232
"Belarus","2014",67.09,NA,43300680915.51,2.45,1.72,8025.3,43907081330.61,NA,8.37402526517532,-8.43943925767442
"Belarus","2015",71.79,NA,32800940837.06,2.87,-3.89,5740.46,32282379612.2,NA,9.59437357997584,-8.16335356663703
"Belgium","2001",NA,NA,168916331096.2,NA,0.81,23121.57,160957494407.16,2.03,3.88374431175222,-30.7061652612729
"Belgium","2002",NA,NA,182016751364.58,6.98,1.78,25052.33,167767739506.87,1.89,4.69527641508554,-29.7430809179745
"Belgium","2003",NA,5568634544,218823927765.24,10.83,0.77,30743.96,202229119638.83,1.83,5.23052881373934,-30.4573696827357
"Belgium","2004",NA,6048189276,260992053637.94,11.98,3.63,35589.71,243552272162.9,1.81,8.2025478225301,-30.9540696700524
"Belgium","2005",NA,6609710500,284796667081.21,8.7,2.09,36967.28,270594453426.19,1.78,9.04054502967849,-31.6449539619646
"Belgium","2006",NA,7023852265,310274745954.08,14.35,2.5,38852.36,294994354535.19,1.81,23.8983577766312,-25.8229718225943
"Belgium","2007",NA,5023007101,365618669586.64,20.47,3.4,44403.83,347603339720.78,1.84,26.7868374008589,-31.8887492737501
"Belgium","2008",NA,8569231705,413323568185.15,36.74,0.75,48424.59,410814413358.72,1.92,25.4597202527736,-27.4315877190277
"Belgium","2009",NA,10178608573,335841900527.92,17.86,-2.28,44880.56,324877743817.73,1.97,26.5735640522651,-26.6852075107194
"Belgium","2010",74.05,10864253755,369687417218.54,23.06,2.69,44382.88,360998675496.69,2.05,26.5167640956098,-31.6425767490301
"Belgium","2011",73.79,11103002191,430200166805.67,29.99,1.8,47699.81,427472894078.4,2.15,27.0806766627898,-27.5404025008172
"Belgium","2012",74.05,1274909122,409787513890.68,1.34,0.16,44734.45,406717978183.77,2.24,25.7160118372544,-30.2220466141394
"Belgium","2013",74.2,NA,428366284015.41,-6.87,0,46622.47,421726253434.18,2.28,-3.9926632743699,-42.941271554208
"Belgium","2014",74.23,NA,446311903724.48,-3.09,1.3,47299.86,441572810801.78,NA,25.5147939458885,-29.7502822319824
"Belgium","2015",72.39,NA,383240545636.02,-4.56,1.37,40231.28,375670400354.89,NA,-3.88556799267607,-43.4491654623182
"Bosnia and Herzegovina","2001",NA,NA,1632283629.21,2.06,4.4,1512.99,4365003065.52,NA,40.8239764198749,38.5038286324932
"Bosnia and Herzegovina","2002",NA,NA,1619401636.19,4.03,5.3,1746.49,4717671799.81,NA,40.5167186929766,39.3146461878862
"Bosnia and Herzegovina","2003",NA,NA,2535225100.98,4.56,4,2192.65,6961219561.45,0.02,40.9041235237676,38.993065350874
"Bosnia and Herzegovina","2004",NA,NA,3231697333.33,8.88,6.1,2619.75,7767381142.86,0.02,40.6633711025461,40.3847898474491
"Bosnia and Herzegovina","2005",NA,NA,3549945952.82,5.56,8.76,2928.26,8039422648.95,0.03,41.8330575068316,40.271918145974
"Bosnia and Herzegovina","2006",NA,3787000,4505419793.47,6.57,5.38,3351.96,8107497915.46,0.02,41.2887699929593,39.8547915806166
"Bosnia and Herzegovina","2007",NA,4372000,4276291112.67,11.68,5.73,4108,8907162351.29,0.03,36.981907723057,35.1402228716324
"Bosnia and Herzegovina","2008",NA,5008000,5131401288.2,5.26,5.48,4974.66,11336685140.8,0.02,36.8903728554788,35.5388173927951
"Bosnia and Herzegovina","2009",NA,2076860,4405111158.46,0.79,-2.87,4586.21,8584652319.06,0.02,36.771700005434,35.8456624166223
"Bosnia and Herzegovina","2010",52.04,1099588,5100392741.06,2.59,0.77,4475.09,8806398293.61,NA,34.9398521030355,36.0132748670219
"Bosnia and Herzegovina","2011",53.24,1959514,5972594172,2.53,0.91,4860.78,10403086709.31,NA,33.9607987003229,36.878061336688
"Bosnia and Herzegovina","2012",54.66,1221998,5540854684.01,2.28,-0.93,4494.64,9614630140.59,0.27,33.346929842863,37.4007175342489
"Bosnia and Herzegovina","2013",55.17,NA,6103722082.68,1.85,2.39,4748.04,9844178263.53,0.33,32.6535941187458,36.4766626112227
"Bosnia and Herzegovina","2014",56.09,NA,6279449871.12,2.68,1.08,4851.66,10538575498.58,NA,40.9425675166704,36.9866256130854
"Bosnia and Herzegovina","2015",63.36,NA,NA,1.67,3.16,4197.81,NA,NA,-24.5305026262253,-1.79708226390347
"Brunei Darussalam","2001",NA,NA,3894175364.18,1.08,2.74,16616.8,2195267064.8,NA,-9.5124912108198,-20.4739678882018
"Brunei Darussalam","2002",NA,NA,3922149447.11,3.93,3.87,17016.94,2432352284.15,0.02,14.3510122281095,-9.86172607624937
"Brunei Darussalam","2003",NA,NA,4543527034.78,1.89,2.9,18758.98,2358621283.43,0.02,14.0015851659119,-9.38054896248841
"Brunei Darussalam","2004",NA,NA,5416090226.01,1.44,0.5,22131.95,2502655957.87,0.04,13.9236165200768,-10.4782068711919
"Brunei Darussalam","2005",NA,NA,6688037370.82,1.84,0.39,26337.92,2601040675.32,NA,-5.08398697620993,-23.0182002735998
"Brunei Darussalam","2006",NA,NA,8227327081.63,0.77,4.4,31157.69,2892504248.22,NA,-5.27029393425568,-22.1538045560962
"Brunei Darussalam","2007",NA,NA,8310397452.06,2.1,0.15,32707.7,3416827018.78,NA,-1.96260329412857,-23.7713481745284
"Brunei Darussalam","2008",NA,NA,11269686706.18,1.54,-1.94,37798.39,3974597798.48,NA,-27.4642791230652,-13.8956928594005
"Brunei Darussalam","2009",NA,NA,7811357074.11,3.03,-1.76,27726.48,3841055960.4,NA,-28.7115591389278,-12.5232115211001
"Brunei Darussalam","2010",60.94,NA,10074478181.15,3.89,2.6,31453.22,4066550055.01,NA,-28.9327274587786,-12.463106209833
"Brunei Darussalam","2011",60.98,NA,13296923443.83,4.14,3.43,41787.02,4765482152.79,NA,-28.7989152086981,-13.9231343271602
"Brunei Darussalam","2012",62.26,NA,13794254161.33,5.1,0.95,41807.65,5286011523.69,NA,-27.4866069203983,-11.9778369351274
"Brunei Darussalam","2013",62.37,NA,12269341432.23,4.81,-1.75,39151.23,5233535805.63,NA,-26.5156082379665,-13.4266926266119
"Brunei Darussalam","2014",64.87,NA,12141041831.1,3.32,-2.34,40979.64,6099763220.21,NA,-2.4150861986952,-22.9067761564393
"Brunei Darussalam","2015",58.02,NA,NA,1.12,-0.5,36607.93,NA,NA,-14.6463066181802,-44.6805261600452
"Bulgaria","2001",NA,NA,4947390946.13,5.75,4.25,1762.46,6269113379.41,0.44,18.5528220108345,2.80622038529199
"Bulgaria","2002",NA,NA,5519115551.28,5.53,6.02,2079.23,6827243139.14,0.47,18.7396933894091,2.88908284540638
"Bulgaria","2003",NA,103215000,7277457147.8,9.95,5.08,2693.76,9430015005.48,0.47,18.4722529219351,3.19954008962359
"Bulgaria","2004",NA,116182738,10713394070.22,11.77,6.56,3353.56,13630160624.72,0.48,3.25889444629609,-12.25005303041
"Bulgaria","2005",NA,145285501,12703276793.09,13.74,7.24,3852.98,17080644177.63,0.45,4.88381218393562,-10.8798969526963
"Bulgaria","2006",NA,258453717,16150904893.22,22.95,6.75,4455.69,22027000577.18,0.45,22.8453523447626,-7.1419534540296
"Bulgaria","2007",NA,330986988,23262813855.84,31,7.68,5932.9,31626174947.52,0.44,21.5818223436263,-7.10416408649893
"Bulgaria","2008",NA,411430377,28590551192.88,18.84,5.65,7296.12,39341595243.44,0.46,21.3382493680621,-9.08437688592882
"Bulgaria","2009",NA,346828981,21963725741.1,7.52,-4.22,6955.99,26258237719.49,0.51,21.1047201745157,-10.4369873916298
"Bulgaria","2010",68.41,445360664,26836187220.79,2.49,0.05,6752.55,28195844727.22,0.59,27.169464816112,-5.2554359778869
"Bulgaria","2011",68.54,482665675,35488179879.13,3.69,1.58,7750.04,34943874155.71,0.55,28.0667146704383,-3.92582316752296
"Bulgaria","2012",68.22,42995347,33975224047.31,3.34,0.24,7333.36,35473195795.01,0.62,27.315794720914,-5.18964536249771
"Bulgaria","2013",68.66,NA,37260362377.85,3.58,1.28,7656.64,37576281894.68,0.65,30.5970289628983,32.3828614883903
"Bulgaria","2014",68.98,NA,36929178537.51,3.48,1.55,7851.27,37423512413.51,NA,29.1174288099367,-4.92964904427578
"Bulgaria","2015",73.62,NA,32536576173.2,3.62,2.97,6819.87,31827407050.56,NA,-23.4871808951384,-4.22986136682039
"Cambodia","2001",NA,NA,2093243559.45,3.68,8.04,319.69,2438297157.21,NA,12.6344577087483,21.5123538370282
"Cambodia","2002",NA,NA,2374299969.16,3.06,6.69,337.8,2753379504.19,0.05,15.9493037996999,-0.299657121343709
"Cambodia","2003",NA,2160000,2632863068.26,1.75,8.51,361.07,3100545073.28,NA,13.13917510008,22.0651926203535
"Cambodia","2004",NA,2400000,3395176611.33,2.46,10.34,407.08,3784818547.15,NA,-16.1695397797808,13.2088579811592
"Cambodia","2005",NA,2800000,4032880210.24,5.99,13.25,472.45,4578016312.86,NA,-17.1914918346131,11.8652349680434
"Cambodia","2006",NA,3200000,4989881264.85,6.64,10.77,537.85,5530235561.13,NA,-11.4111063191891,24.2113522047124
"Cambodia","2007",NA,3600000,5643664446.09,10.04,10.21,629.28,6301646856.6,NA,-12.0450359430805,25.1846550404289
"Cambodia","2008",NA,4e+06,6784981006.63,7.87,6.69,742.94,7016217713.2,NA,-10.9611220279959,25.4796131745096
"Cambodia","2009",NA,4e+06,5119870899.21,4.91,0.09,735.41,5816477547.17,NA,-12.9086748088247,24.6892768709791
"Cambodia","2010",49.82,3e+06,6080135276.72,6.54,5.96,782.69,6691507363.65,NA,-20.6483929136188,1.0976233936393
"Cambodia","2011",50.17,4e+06,6938312829.37,6.2,7.07,879.15,7633716514.87,NA,-22.0994254293409,0.860853792783678
"Cambodia","2012",50.68,2500000,8136084082.97,10.26,7.26,946.48,8813214288,NA,-20.940156877016,0.051496433118369
"Cambodia","2013",51.58,NA,9500429495.11,8.71,7.48,1024.61,10303038305.17,NA,-20.8047656691594,0.560662272605477
"Cambodia","2014",51.52,NA,10456414664.84,10.31,7.07,1094.58,11192212102.09,NA,-22.6682716489191,-0.482224177575377
"Cambodia","2015",52.78,NA,12204622489.36,9.42,7.04,1158.69,13379565461.01,NA,-22.8791051334485,0.201115339791117
"Channel Islands","2001",NA,NA,NA,NA,-1.51,41609.02,NA,NA,-23.8521674410027,-40.8520546371917
"Channel Islands","2002",NA,NA,NA,NA,-1.63,44158.04,NA,NA,-22.8241142524908,-42.1242882948578
"Channel Islands","2003",NA,NA,NA,NA,-3.2,48227.67,NA,NA,-22.8310937241928,-43.4032810702461
"Channel Islands","2004",NA,NA,NA,NA,0.22,55844.12,NA,NA,-23.8785028180052,-44.7093892690448
"Channel Islands","2005",NA,NA,NA,NA,1.38,57209.25,NA,NA,-23.7451790676468,-44.9345765972862
"Channel Islands","2006",NA,NA,NA,NA,4.88,62260.23,NA,NA,-23.4982213962082,-45.7664615231922
"Channel Islands","2007",NA,NA,NA,NA,5.9,73568.23,NA,NA,-25.1154095096802,-46.4463027287088
"China","2001",NA,NA,266088364282.18,3.53,8.3,1047.48,243553901728.87,0.95,14.6952253402111,13.2876007459742
"China","2002",NA,NA,325575691675.73,3.63,9.09,1141.76,295158873988.16,1.06,-15.923025024442,-11.743773040612
"China","2003",NA,553147000,438418509121.66,3.51,10.02,1280.6,413140026579.68,1.13,-16.1740237050871,-13.1981093338895
"China","2004",NA,930614000,593264305045.43,3.51,10.08,1498.17,561035665957.86,1.22,50.2499324079847,-25.7948513850882
"China","2005",NA,1343448000,764532662948.64,4.59,11.35,1740.1,662334793698.06,1.32,49.1574635607057,-26.6731232884829
"China","2006",NA,1719896000,973210926330.05,4.88,12.69,2082.18,794855394185.67,1.38,49.6625840496005,-25.9713642315339
"China","2007",NA,2544840000,1230719684521.85,4.44,14.19,2673.29,963483404535,1.38,50.667406059792,-26.1660404421774
"China","2008",NA,3038206000,1444801781916.04,3.76,9.62,3441.22,1144480676529.42,1.46,51.5702899187977,-27.1734324235698
"China","2009",NA,2507076000,1200774276575.81,2.59,9.23,3800.47,1004455449395.44,1.68,51.8175480784161,-24.9436364285809
"China","2010",NA,3131080000,1602475244819.28,4.04,10.63,4514.94,1380075368890.6,1.73,51.5420691850844,-24.7494346826654
"China","2011",NA,4263490000,2006296852124.12,3.74,9.48,5574.19,1825402621682.27,1.79,51.9066161925829,-26.1349063300454
"China","2012",NA,5002060000,2175080625128.72,2.85,7.75,6264.64,1943215392170.84,1.93,52.5337184283665,-24.3567975507174
"China","2013",NA,NA,2354248581297.01,3.07,7.68,6991.85,2119378054488.52,2.01,53.470512025002,-25.2628075498493
"China","2014",61.13,NA,2475698932187.39,2.59,7.27,7587.29,2191444250740.63,NA,42.4485076588377,-38.4136003818289
"China","2015",62.81,NA,2431263707747.89,2.3,6.9,7924.65,2045761371336.81,NA,41.4328130749731,-38.5091711112131
"Croatia","2001",NA,NA,9004351231.79,4.23,3.43,5245.42,9824130635.98,0.92,16.1828806654563,5.45979531865387
"Croatia","2002",NA,NA,10125528793.02,3.55,5.25,6053.72,12242487861.58,0.95,4.50340371253628,-15.0958058427469
"Croatia","2003",NA,367066000,13478579179.72,5.27,5.56,7805.88,16056768307.23,0.95,4.55489242379326,-15.2097374744594
"Croatia","2004",NA,441473661,16402963193.74,3.11,4.08,9365.74,18904156240.16,1.03,7.78350134120019,-14.855902621279
"Croatia","2005",NA,470144177,17846490480.58,3.95,4.16,10224.24,20633570610.73,0.86,6.75952432081241,-16.161132048616
"Croatia","2006",NA,545923976,20011525977.59,6.54,4.79,11363.42,23411685664.35,0.74,31.5150043641711,-8.32501021208333
"Croatia","2007",NA,658585072,23436633634.75,7.6,5.15,13546.7,27803872471.33,0.79,32.0182399931008,-6.99276078854511
"Croatia","2008",NA,962505341,27119322217.72,7.36,2.05,15893.86,32786134907.76,0.88,31.5566132702482,-6.67649399970599
"Croatia","2009",NA,788033413,21647183146.09,5.1,-7.38,14157.14,23976715381.85,0.84,26.9302413527766,-2.67561848404028
"Croatia","2010",61.32,846487415,22521941491.1,2.39,-1.7,13509.19,22774238292.76,0.74,27.4570812891494,-0.569671396776284
