"id","2008","2014","iso3","2016","2017","2005","2006","2007","2009","2010","2011","2012","2013","2015","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","2002","2003","2004","1979","1980","1981","2001","2018","2019","2020","2021","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","1982","1983","1984","1985"
2760,0.4,0.6,"AFG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,62.6,"AFG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,NA,NA,"AFG",511,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,NA,NA,"AFG",850,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,169.2,28.8,"AFG",38,39.8,144,150.4,134.8,119,60.4,53.4,51.6,45,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,10.6,"AFG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,40.78,"AFG",38.42,38.1,NA,NA,NA,NA,40.14,37.41,39.73,40.2,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,NA,NA,"AFG",NA,NA,NA,NA,NA,173211000,47830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,17.9929746901578,6.63445247528137,"AFG",NA,NA,27.3952555550972,26.4702926571493,17.8237142691694,14.707588950143,10.0238497500877,6.1072740046737,5.51685032452764,6.30789504119987,7.3278411818003,4.13223325838387,4.45344332226391,4.8780512805869,9.17160120499945,8.88889264987633,11.2582790289315,8.57142878040817,6.77290836111596,8.89967656844817,10.0946369794107,9.78400233539966,10.9223422347206,14.7632312216075,12.9487181304931,14.0206189267297,12.6760568526351,13.2173912455017,11.6629042950673,10.8417503142473,32.3867187434984,43.5568692886976,33.9964942565238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1833579462.549,1330220318.9028,"AFG",NA,NA,1719073110.98905,1868166952.79744,1754538352.37252,1836528323.26054,1597480950.74859,1095048849.84066,1132970324.61803,1264501727.50222,1406904323.61766,22222233.6,24444455.8222222,26666680.8888889,68888923.0222222,71111145.2444444,113333339.022222,1.2e+08,113333339.022222,122222227.911111,142222222.222222,171111105.422222,199999988.622222,235555544.177778,224444438.755556,302222222.222222,300000005.688889,337777777.777778,344444450.133333,357777772.088889,1337188686.77597,1996493969.45202,1796871785.03549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,0.451730582519639,0.243169793342372,"AFG",NA,NA,4.31867278242749,3.3722519515549,1.91683279017632,1.58175399279445,0.340096812635776,0.321361264147956,0.299592101692759,0.197860044627474,0.880685205986847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131512243555974,0.0245752714261811,0.00940111467539826,0.0155769236904142,NA,NA,0.00156521738433573,-0.00812641060041071,NA,1.2110003271709,1.26100408185942,3.5361147241893,0.0324504964385518,0.247135734783994,0.00517421598172128,0.0276235652215016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,3.61136839226168,1.31253090764642,"AFG",NA,NA,11.1752702416587,5.55413762257501,13.7402049898513,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.95912289275337,1.51991126448578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44416322679218,1.05555578746555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,384.131681276838,633.947864294639,"AFG",NA,NA,257.175794656273,280.245644106914,380.400955186598,458.955781585831,569.940728793286,622.379654358451,690.842629014956,653.347488111011,590.269515382605,59.7876807071726,59.8900369372405,58.5059950140526,78.8025868555084,82.2313945581436,101.321627084019,137.946782875667,161.3847017598,129.562318448447,129.857378169357,157.258460767554,160.443151792961,136.175611348868,144.173944406858,175.027097741097,188.085136087016,199.164809324072,226.196426673541,249.573709822237,192.153528278789,203.651040923182,224.914712193371,278.390625171824,275.649828132249,267.662423622744,119.899037111574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
