"main_object","indicatorID","Period","Observation","Country","Region","IncomeLevel"
"AFG","WP11672.1","2007",NA,"Afghanistan","SAS","LIC"
"AFG","WP_time_01.1","2007",NA,"Afghanistan","SAS","LIC"
"AFG","WP_time_06.1","2007",NA,"Afghanistan","SAS","LIC"
"AFG","gf7","2007",NA,"Afghanistan","SAS","LIC"
"AFG","IT.NET.USER.P2","2007",1.9,"Afghanistan","SAS","LIC"
"AFG","IT.CEL.SETS.P2","2007",17.7162433091531,"Afghanistan","SAS","LIC"
"AFG","fin14.2","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FS.AST.DOMS.GD.ZS","2007",0.535180550401165,"Afghanistan","SAS","LIC"
"AFG","NY.GDP.MKTP.CD","2007",9843842455.48323,"Afghanistan","SAS","LIC"
"AFG","CM.MKT.LCAP.GD.ZS","2007",NA,"Afghanistan","SAS","LIC"
"AFG","CM.MKT.LCAP.CD","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FSKNL_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FSANL_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","i_ATMs_pop","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FCAODCA_NUM","2007",NA,"Afghanistan","SAS","LIC"
"AFG","i_branches_pop_A1","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FCDODCA_NUM","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FCSODCSG_GDP_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","IC.CRD.PRVT.ZS","2007",0,"Afghanistan","SAS","LIC"
"AFG","IC.CRD.PUBL.ZS","2007",0,"Afghanistan","SAS","LIC"
"AFG","FR.INR.RINR","2007",-8.58837137685092,"Afghanistan","SAS","LIC"
"AFG","FSERA_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FSERE_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","FSKRTC_PT","2007",NA,"Afghanistan","SAS","LIC"
"AFG","CM.MKT.LDOM.NO","2007",NA,"Afghanistan","SAS","LIC"
"AFG","CM.MKT.TRNR","2007",NA,"Afghanistan","SAS","LIC"
"ALB","WP11672.1","2007",NA,"Albania","ECS","UMC"
"ALB","WP_time_01.1","2007",NA,"Albania","ECS","UMC"
"ALB","WP_time_06.1","2007",NA,"Albania","ECS","UMC"
"ALB","gf7","2007",NA,"Albania","ECS","UMC"
"ALB","IT.NET.USER.P2","2007",15.0361154084109,"Albania","ECS","UMC"
"ALB","IT.CEL.SETS.P2","2007",73.3503841486794,"Albania","ECS","UMC"
"ALB","fin14.2","2007",NA,"Albania","ECS","UMC"
"ALB","FS.AST.DOMS.GD.ZS","2007",62.0767546352252,"Albania","ECS","UMC"
"ALB","NY.GDP.MKTP.CD","2007",10701011896.7708,"Albania","ECS","UMC"
"ALB","CM.MKT.LCAP.GD.ZS","2007",NA,"Albania","ECS","UMC"
"ALB","CM.MKT.LCAP.CD","2007",NA,"Albania","ECS","UMC"
"ALB","FSKNL_PT","2007",NA,"Albania","ECS","UMC"
"ALB","FSANL_PT","2007",NA,"Albania","ECS","UMC"
"ALB","i_ATMs_pop","2007",NA,"Albania","ECS","UMC"
"ALB","FCAODCA_NUM","2007",NA,"Albania","ECS","UMC"
"ALB","i_branches_pop_A1","2007",NA,"Albania","ECS","UMC"
"ALB","FCDODCA_NUM","2007",NA,"Albania","ECS","UMC"
"ALB","FCSODCSG_GDP_PT","2007",NA,"Albania","ECS","UMC"
"ALB","IC.CRD.PRVT.ZS","2007",0,"Albania","ECS","UMC"
"ALB","IC.CRD.PUBL.ZS","2007",0,"Albania","ECS","UMC"
"ALB","FR.INR.RINR","2007",10.160083606741,"Albania","ECS","UMC"
"ALB","FSERA_PT","2007",NA,"Albania","ECS","UMC"
"ALB","FSERE_PT","2007",NA,"Albania","ECS","UMC"
"ALB","FSKRTC_PT","2007",NA,"Albania","ECS","UMC"
"ALB","CM.MKT.LDOM.NO","2007",NA,"Albania","ECS","UMC"
"ALB","CM.MKT.TRNR","2007",NA,"Albania","ECS","UMC"
"DZA","WP11672.1","2007",NA,"Algeria","MEA","UMC"
"DZA","WP_time_01.1","2007",NA,"Algeria","MEA","UMC"
"DZA","WP_time_06.1","2007",NA,"Algeria","MEA","UMC"
"DZA","gf7","2007",NA,"Algeria","MEA","UMC"
"DZA","IT.NET.USER.P2","2007",9.45119062555304,"Algeria","MEA","UMC"
"DZA","IT.CEL.SETS.P2","2007",78.532886659426,"Algeria","MEA","UMC"
"DZA","fin14.2","2007",NA,"Algeria","MEA","UMC"
"DZA","FS.AST.DOMS.GD.ZS","2007",-3.63603837057929,"Algeria","MEA","UMC"
"DZA","NY.GDP.MKTP.CD","2007",134977087734.369,"Algeria","MEA","UMC"
"DZA","CM.MKT.LCAP.GD.ZS","2007",NA,"Algeria","MEA","UMC"
"DZA","CM.MKT.LCAP.CD","2007",NA,"Algeria","MEA","UMC"
"DZA","FSKNL_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","FSANL_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","i_ATMs_pop","2007",NA,"Algeria","MEA","UMC"
"DZA","FCAODCA_NUM","2007",708.453179040472,"Algeria","MEA","UMC"
"DZA","i_branches_pop_A1","2007",NA,"Algeria","MEA","UMC"
"DZA","FCDODCA_NUM","2007",NA,"Algeria","MEA","UMC"
"DZA","FCSODCSG_GDP_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","IC.CRD.PRVT.ZS","2007",0,"Algeria","MEA","UMC"
"DZA","IC.CRD.PUBL.ZS","2007",0.2,"Algeria","MEA","UMC"
"DZA","FR.INR.RINR","2007",1.48157293751621,"Algeria","MEA","UMC"
"DZA","FSERA_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","FSERE_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","FSKRTC_PT","2007",NA,"Algeria","MEA","UMC"
"DZA","CM.MKT.LDOM.NO","2007",NA,"Algeria","MEA","UMC"
"DZA","CM.MKT.TRNR","2007",NA,"Algeria","MEA","UMC"
"ASM","WP11672.1","2007",NA,"American Samoa","EAS","UMC"
"ASM","WP_time_01.1","2007",NA,"American Samoa","EAS","UMC"
"ASM","WP_time_06.1","2007",NA,"American Samoa","EAS","UMC"
"ASM","gf7","2007",NA,"American Samoa","EAS","UMC"
"ASM","IT.NET.USER.P2","2007",NA,"American Samoa","EAS","UMC"
"ASM","IT.CEL.SETS.P2","2007",NA,"American Samoa","EAS","UMC"
"ASM","fin14.2","2007",NA,"American Samoa","EAS","UMC"
"ASM","FS.AST.DOMS.GD.ZS","2007",NA,"American Samoa","EAS","UMC"
"ASM","NY.GDP.MKTP.CD","2007",5.2e+08,"American Samoa","EAS","UMC"
"ASM","CM.MKT.LCAP.GD.ZS","2007",NA,"American Samoa","EAS","UMC"
"ASM","CM.MKT.LCAP.CD","2007",NA,"American Samoa","EAS","UMC"
"ASM","FSKNL_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","FSANL_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","i_ATMs_pop","2007",NA,"American Samoa","EAS","UMC"
"ASM","FCAODCA_NUM","2007",NA,"American Samoa","EAS","UMC"
"ASM","i_branches_pop_A1","2007",NA,"American Samoa","EAS","UMC"
"ASM","FCDODCA_NUM","2007",NA,"American Samoa","EAS","UMC"
"ASM","FCSODCSG_GDP_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","IC.CRD.PRVT.ZS","2007",NA,"American Samoa","EAS","UMC"
"ASM","IC.CRD.PUBL.ZS","2007",NA,"American Samoa","EAS","UMC"
"ASM","FR.INR.RINR","2007",NA,"American Samoa","EAS","UMC"
"ASM","FSERA_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","FSERE_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","FSKRTC_PT","2007",NA,"American Samoa","EAS","UMC"
"ASM","CM.MKT.LDOM.NO","2007",NA,"American Samoa","EAS","UMC"
"ASM","CM.MKT.TRNR","2007",NA,"American Samoa","EAS","UMC"
"AND","WP11672.1","2007",NA,"Andorra","ECS","HIC"
"AND","WP_time_01.1","2007",NA,"Andorra","ECS","HIC"
"AND","WP_time_06.1","2007",NA,"Andorra","ECS","HIC"
"AND","gf7","2007",NA,"Andorra","ECS","HIC"
"AND","IT.NET.USER.P2","2007",70.87,"Andorra","ECS","HIC"
"AND","IT.CEL.SETS.P2","2007",78.1171578999164,"Andorra","ECS","HIC"
"AND","fin14.2","2007",NA,"Andorra","ECS","HIC"
"AND","FS.AST.DOMS.GD.ZS","2007",NA,"Andorra","ECS","HIC"
"AND","NY.GDP.MKTP.CD","2007",4010990966.32904,"Andorra","ECS","HIC"
"AND","CM.MKT.LCAP.GD.ZS","2007",NA,"Andorra","ECS","HIC"
"AND","CM.MKT.LCAP.CD","2007",NA,"Andorra","ECS","HIC"
"AND","FSKNL_PT","2007",NA,"Andorra","ECS","HIC"
"AND","FSANL_PT","2007",NA,"Andorra","ECS","HIC"
"AND","i_ATMs_pop","2007",NA,"Andorra","ECS","HIC"
"AND","FCAODCA_NUM","2007",NA,"Andorra","ECS","HIC"
"AND","i_branches_pop_A1","2007",NA,"Andorra","ECS","HIC"
"AND","FCDODCA_NUM","2007",NA,"Andorra","ECS","HIC"
"AND","FCSODCSG_GDP_PT","2007",NA,"Andorra","ECS","HIC"
"AND","IC.CRD.PRVT.ZS","2007",NA,"Andorra","ECS","HIC"
"AND","IC.CRD.PUBL.ZS","2007",NA,"Andorra","ECS","HIC"
"AND","FR.INR.RINR","2007",NA,"Andorra","ECS","HIC"
"AND","FSERA_PT","2007",NA,"Andorra","ECS","HIC"
"AND","FSERE_PT","2007",NA,"Andorra","ECS","HIC"
"AND","FSKRTC_PT","2007",NA,"Andorra","ECS","HIC"
"AND","CM.MKT.LDOM.NO","2007",NA,"Andorra","ECS","HIC"
"AND","CM.MKT.TRNR","2007",NA,"Andorra","ECS","HIC"
"AGO","WP11672.1","2007",NA,"Angola","SSF","UMC"
"AGO","WP_time_01.1","2007",NA,"Angola","SSF","UMC"
"AGO","WP_time_06.1","2007",NA,"Angola","SSF","UMC"
"AGO","gf7","2007",NA,"Angola","SSF","UMC"
"AGO","IT.NET.USER.P2","2007",1.7,"Angola","SSF","UMC"
"AGO","IT.CEL.SETS.P2","2007",28.0109823255738,"Angola","SSF","UMC"
"AGO","fin14.2","2007",NA,"Angola","SSF","UMC"
"AGO","FS.AST.DOMS.GD.ZS","2007",1.87359798726428,"Angola","SSF","UMC"
"AGO","NY.GDP.MKTP.CD","2007",60448921272.2326,"Angola","SSF","UMC"
"AGO","CM.MKT.LCAP.GD.ZS","2007",NA,"Angola","SSF","UMC"
"AGO","CM.MKT.LCAP.CD","2007",NA,"Angola","SSF","UMC"
"AGO","FSKNL_PT","2007",NA,"Angola","SSF","UMC"
"AGO","FSANL_PT","2007",NA,"Angola","SSF","UMC"
"AGO","i_ATMs_pop","2007",NA,"Angola","SSF","UMC"
"AGO","FCAODCA_NUM","2007",90.2289801184413,"Angola","SSF","UMC"
"AGO","i_branches_pop_A1","2007",NA,"Angola","SSF","UMC"
"AGO","FCDODCA_NUM","2007",30.7213877167664,"Angola","SSF","UMC"
"AGO","FCSODCSG_GDP_PT","2007",12.0921747477625,"Angola","SSF","UMC"
"AGO","IC.CRD.PRVT.ZS","2007",0,"Angola","SSF","UMC"
"AGO","IC.CRD.PUBL.ZS","2007",2.3,"Angola","SSF","UMC"
"AGO","FR.INR.RINR","2007",4.51297940275033,"Angola","SSF","UMC"
"AGO","FSERA_PT","2007",NA,"Angola","SSF","UMC"
"AGO","FSERE_PT","2007",NA,"Angola","SSF","UMC"
"AGO","FSKRTC_PT","2007",NA,"Angola","SSF","UMC"
"AGO","CM.MKT.LDOM.NO","2007",NA,"Angola","SSF","UMC"
"AGO","CM.MKT.TRNR","2007",NA,"Angola","SSF","UMC"
"ATG","WP11672.1","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","WP_time_01.1","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","WP_time_06.1","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","gf7","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","IT.NET.USER.P2","2007",34,"Antigua and Barbuda","LCN","HIC"
"ATG","IT.CEL.SETS.P2","2007",133.157576691115,"Antigua and Barbuda","LCN","HIC"
"ATG","fin14.2","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FS.AST.DOMS.GD.ZS","2007",77.7016763379188,"Antigua and Barbuda","LCN","HIC"
"ATG","NY.GDP.MKTP.CD","2007",1289254333.33333,"Antigua and Barbuda","LCN","HIC"
"ATG","CM.MKT.LCAP.GD.ZS","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","CM.MKT.LCAP.CD","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FSKNL_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FSANL_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","i_ATMs_pop","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FCAODCA_NUM","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","i_branches_pop_A1","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FCDODCA_NUM","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FCSODCSG_GDP_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","IC.CRD.PRVT.ZS","2007",0,"Antigua and Barbuda","LCN","HIC"
"ATG","IC.CRD.PUBL.ZS","2007",0,"Antigua and Barbuda","LCN","HIC"
"ATG","FR.INR.RINR","2007",6.47380443055658,"Antigua and Barbuda","LCN","HIC"
"ATG","FSERA_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FSERE_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","FSKRTC_PT","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","CM.MKT.LDOM.NO","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ATG","CM.MKT.TRNR","2007",NA,"Antigua and Barbuda","LCN","HIC"
"ARG","WP11672.1","2007",NA,"Argentina","LCN","INX"
"ARG","WP_time_01.1","2007",NA,"Argentina","LCN","INX"
"ARG","WP_time_06.1","2007",NA,"Argentina","LCN","INX"
"ARG","gf7","2007",NA,"Argentina","LCN","INX"
"ARG","IT.NET.USER.P2","2007",25.9466329403819,"Argentina","LCN","INX"
"ARG","IT.CEL.SETS.P2","2007",102.721528270687,"Argentina","LCN","INX"
"ARG","fin14.2","2007",NA,"Argentina","LCN","INX"
"ARG","FS.AST.DOMS.GD.ZS","2007",25.8325151099076,"Argentina","LCN","INX"
"ARG","NY.GDP.MKTP.CD","2007",287530508421.561,"Argentina","LCN","INX"
"ARG","CM.MKT.LCAP.GD.ZS","2007",19.8483841987045,"Argentina","LCN","INX"
"ARG","CM.MKT.LCAP.CD","2007",57070160000,"Argentina","LCN","INX"
"ARG","FSKNL_PT","2007",-1.47142287373272,"Argentina","LCN","INX"
"ARG","FSANL_PT","2007",3.24185785401591,"Argentina","LCN","INX"
"ARG","i_ATMs_pop","2007",NA,"Argentina","LCN","INX"
"ARG","FCAODCA_NUM","2007",827.3227896564,"Argentina","LCN","INX"
"ARG","i_branches_pop_A1","2007",NA,"Argentina","LCN","INX"
"ARG","FCDODCA_NUM","2007",607.780883697196,"Argentina","LCN","INX"
"ARG","FCSODCSG_GDP_PT","2007",0.841144539960452,"Argentina","LCN","INX"
"ARG","IC.CRD.PRVT.ZS","2007",100,"Argentina","LCN","INX"
"ARG","IC.CRD.PUBL.ZS","2007",25.5,"Argentina","LCN","INX"
"ARG","FR.INR.RINR","2007",-3.38254238246173,"Argentina","LCN","INX"
"ARG","FSERA_PT","2007",1.8629176336432,"Argentina","LCN","INX"
"ARG","FSERE_PT","2007",13.9256177696734,"Argentina","LCN","INX"
"ARG","FSKRTC_PT","2007",14.6007764993007,"Argentina","LCN","INX"
"ARG","CM.MKT.LDOM.NO","2007",106,"Argentina","LCN","INX"
"ARG","CM.MKT.TRNR","2007",8.48955040602655,"Argentina","LCN","INX"
"ARM","WP11672.1","2007",NA,"Armenia","ECS","LMC"
"ARM","WP_time_01.1","2007",NA,"Armenia","ECS","LMC"
"ARM","WP_time_06.1","2007",NA,"Armenia","ECS","LMC"
"ARM","gf7","2007",NA,"Armenia","ECS","LMC"
"ARM","IT.NET.USER.P2","2007",6.02125339712607,"Armenia","ECS","LMC"
"ARM","IT.CEL.SETS.P2","2007",62.7586975004365,"Armenia","ECS","LMC"
"ARM","fin14.2","2007",NA,"Armenia","ECS","LMC"
"ARM","FS.AST.DOMS.GD.ZS","2007",12.134288294191,"Armenia","ECS","LMC"
"ARM","NY.GDP.MKTP.CD","2007",9206301700.39619,"Armenia","ECS","LMC"
"ARM","CM.MKT.LCAP.GD.ZS","2007",1.1405231266262,"Armenia","ECS","LMC"
"ARM","CM.MKT.LCAP.CD","2007",1.05e+08,"Armenia","ECS","LMC"
"ARM","FSKNL_PT","2007",4.57419548613605,"Armenia","ECS","LMC"
"ARM","FSANL_PT","2007",2.40401572394746,"Armenia","ECS","LMC"
"ARM","i_ATMs_pop","2007",NA,"Armenia","ECS","LMC"
"ARM","FCAODCA_NUM","2007",468.868258546455,"Armenia","ECS","LMC"
"ARM","i_branches_pop_A1","2007",NA,"Armenia","ECS","LMC"
"ARM","FCDODCA_NUM","2007",NA,"Armenia","ECS","LMC"
"ARM","FCSODCSG_GDP_PT","2007",NA,"Armenia","ECS","LMC"
"ARM","IC.CRD.PRVT.ZS","2007",13.5,"Armenia","ECS","LMC"
"ARM","IC.CRD.PUBL.ZS","2007",2.8,"Armenia","ECS","LMC"
"ARM","FR.INR.RINR","2007",12.7435114090598,"Armenia","ECS","LMC"
"ARM","FSERA_PT","2007",3.52048792219097,"Armenia","ECS","LMC"
"ARM","FSERE_PT","2007",15.9585366662556,"Armenia","ECS","LMC"
"ARM","FSKRTC_PT","2007",29.0455462260859,"Armenia","ECS","LMC"
"ARM","CM.MKT.LDOM.NO","2007",29,"Armenia","ECS","LMC"
"ARM","CM.MKT.TRNR","2007",6.05431383502522,"Armenia","ECS","LMC"
"ABW","WP11672.1","2007",NA,"Aruba","LCN","HIC"
"ABW","WP_time_01.1","2007",NA,"Aruba","LCN","HIC"
"ABW","WP_time_06.1","2007",NA,"Aruba","LCN","HIC"
"ABW","gf7","2007",NA,"Aruba","LCN","HIC"
"ABW","IT.NET.USER.P2","2007",30.9,"Aruba","LCN","HIC"
"ABW","IT.CEL.SETS.P2","2007",112.218061826337,"Aruba","LCN","HIC"
"ABW","fin14.2","2007",NA,"Aruba","LCN","HIC"
"ABW","FS.AST.DOMS.GD.ZS","2007",51.3762890000362,"Aruba","LCN","HIC"
"ABW","NY.GDP.MKTP.CD","2007",2623726256.98324,"Aruba","LCN","HIC"
"ABW","CM.MKT.LCAP.GD.ZS","2007",NA,"Aruba","LCN","HIC"
"ABW","CM.MKT.LCAP.CD","2007",NA,"Aruba","LCN","HIC"
"ABW","FSKNL_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","FSANL_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","i_ATMs_pop","2007",NA,"Aruba","LCN","HIC"
"ABW","FCAODCA_NUM","2007",NA,"Aruba","LCN","HIC"
"ABW","i_branches_pop_A1","2007",NA,"Aruba","LCN","HIC"
"ABW","FCDODCA_NUM","2007",NA,"Aruba","LCN","HIC"
"ABW","FCSODCSG_GDP_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","IC.CRD.PRVT.ZS","2007",NA,"Aruba","LCN","HIC"
"ABW","IC.CRD.PUBL.ZS","2007",NA,"Aruba","LCN","HIC"
"ABW","FR.INR.RINR","2007",-1.29301396504596,"Aruba","LCN","HIC"
"ABW","FSERA_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","FSERE_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","FSKRTC_PT","2007",NA,"Aruba","LCN","HIC"
"ABW","CM.MKT.LDOM.NO","2007",NA,"Aruba","LCN","HIC"
"ABW","CM.MKT.TRNR","2007",NA,"Aruba","LCN","HIC"
"AUS","WP11672.1","2007",NA,"Australia","EAS","HIC"
"AUS","WP_time_01.1","2007",NA,"Australia","EAS","HIC"
"AUS","WP_time_06.1","2007",NA,"Australia","EAS","HIC"
"AUS","gf7","2007",NA,"Australia","EAS","HIC"
"AUS","IT.NET.USER.P2","2007",69.45,"Australia","EAS","HIC"
"AUS","IT.CEL.SETS.P2","2007",100.064604268965,"Australia","EAS","HIC"
"AUS","fin14.2","2007",NA,"Australia","EAS","HIC"
"AUS","FS.AST.DOMS.GD.ZS","2007",146.415202103313,"Australia","EAS","HIC"
"AUS","NY.GDP.MKTP.CD","2007",853053309256.497,"Australia","EAS","HIC"
"AUS","CM.MKT.LCAP.GD.ZS","2007",152.196237434632,"Australia","EAS","HIC"
"AUS","CM.MKT.LCAP.CD","2007",1298315040000,"Australia","EAS","HIC"
"AUS","FSKNL_PT","2007",4.73258631163243,"Australia","EAS","HIC"
"AUS","FSANL_PT","2007",0.559225604529488,"Australia","EAS","HIC"
"AUS","i_ATMs_pop","2007",NA,"Australia","EAS","HIC"
"AUS","FCAODCA_NUM","2007",NA,"Australia","EAS","HIC"
"AUS","i_branches_pop_A1","2007",NA,"Australia","EAS","HIC"
"AUS","FCDODCA_NUM","2007",NA,"Australia","EAS","HIC"
"AUS","FCSODCSG_GDP_PT","2007",NA,"Australia","EAS","HIC"
"AUS","IC.CRD.PRVT.ZS","2007",100,"Australia","EAS","HIC"
"AUS","IC.CRD.PUBL.ZS","2007",0,"Australia","EAS","HIC"
"AUS","FR.INR.RINR","2007",3.06591952650138,"Australia","EAS","HIC"
"AUS","FSERA_PT","2007",1.14976955844261,"Australia","EAS","HIC"
"AUS","FSERE_PT","2007",18.1188146391006,"Australia","EAS","HIC"
"AUS","FSKRTC_PT","2007",7.11838133811691,"Australia","EAS","HIC"
"AUS","CM.MKT.LDOM.NO","2007",1913,"Australia","EAS","HIC"
"AUS","CM.MKT.TRNR","2007",105.77245103777,"Australia","EAS","HIC"
"AUT","WP11672.1","2007",NA,"Austria","ECS","HIC"
"AUT","WP_time_01.1","2007",NA,"Austria","ECS","HIC"
"AUT","WP_time_06.1","2007",NA,"Austria","ECS","HIC"
"AUT","gf7","2007",NA,"Austria","ECS","HIC"
"AUT","IT.NET.USER.P2","2007",69.37,"Austria","ECS","HIC"
"AUT","IT.CEL.SETS.P2","2007",119.256982795929,"Austria","ECS","HIC"
"AUT","fin14.2","2007",NA,"Austria","ECS","HIC"
"AUT","FS.AST.DOMS.GD.ZS","2007",123.407406866964,"Austria","ECS","HIC"
"AUT","NY.GDP.MKTP.CD","2007",386458951546.674,"Austria","ECS","HIC"
"AUT","CM.MKT.LCAP.GD.ZS","2007",61.183313015184,"Austria","ECS","HIC"
"AUT","CM.MKT.LCAP.CD","2007",236448390000,"Austria","ECS","HIC"
"AUT","FSKNL_PT","2007",6.00453153300866,"Austria","ECS","HIC"
"AUT","FSANL_PT","2007",2.24246731582086,"Austria","ECS","HIC"
"AUT","i_ATMs_pop","2007",NA,"Austria","ECS","HIC"
"AUT","FCAODCA_NUM","2007",1429.19822144898,"Austria","ECS","HIC"
"AUT","i_branches_pop_A1","2007",NA,"Austria","ECS","HIC"
"AUT","FCDODCA_NUM","2007",NA,"Austria","ECS","HIC"
"AUT","FCSODCSG_GDP_PT","2007",NA,"Austria","ECS","HIC"
"AUT","IC.CRD.PRVT.ZS","2007",40.6,"Austria","ECS","HIC"
"AUT","IC.CRD.PUBL.ZS","2007",1.3,"Austria","ECS","HIC"
"AUT","FR.INR.RINR","2007",NA,"Austria","ECS","HIC"
"AUT","FSERA_PT","2007",0.781065793354229,"Austria","ECS","HIC"
"AUT","FSERE_PT","2007",17.0083975317494,"Austria","ECS","HIC"
"AUT","FSKRTC_PT","2007",8.79659082715856,"Austria","ECS","HIC"
"AUT","CM.MKT.LDOM.NO","2007",102,"Austria","ECS","HIC"
"AUT","CM.MKT.TRNR","2007",54.61455246111,"Austria","ECS","HIC"
"AZE","WP11672.1","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","WP_time_01.1","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","WP_time_06.1","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","gf7","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","IT.NET.USER.P2","2007",14.54,"Azerbaijan","ECS","UMC"
"AZE","IT.CEL.SETS.P2","2007",51.5272193476898,"Azerbaijan","ECS","UMC"
"AZE","fin14.2","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FS.AST.DOMS.GD.ZS","2007",17.1626250707146,"Azerbaijan","ECS","UMC"
"AZE","NY.GDP.MKTP.CD","2007",33050343782.7759,"Azerbaijan","ECS","UMC"
"AZE","CM.MKT.LCAP.GD.ZS","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","CM.MKT.LCAP.CD","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FSKNL_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FSANL_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","i_ATMs_pop","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FCAODCA_NUM","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","i_branches_pop_A1","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FCDODCA_NUM","2007",193.518767015452,"Azerbaijan","ECS","UMC"
"AZE","FCSODCSG_GDP_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","IC.CRD.PRVT.ZS","2007",0,"Azerbaijan","ECS","UMC"
"AZE","IC.CRD.PUBL.ZS","2007",1.4,"Azerbaijan","ECS","UMC"
"AZE","FR.INR.RINR","2007",-1.52988184234567,"Azerbaijan","ECS","UMC"
"AZE","FSERA_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FSERE_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","FSKRTC_PT","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","CM.MKT.LDOM.NO","2007",NA,"Azerbaijan","ECS","UMC"
"AZE","CM.MKT.TRNR","2007",NA,"Azerbaijan","ECS","UMC"
"BHS","WP11672.1","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","WP_time_01.1","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","WP_time_06.1","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","gf7","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","IT.NET.USER.P2","2007",27,"Bahamas, The","LCN","HIC"
"BHS","IT.CEL.SETS.P2","2007",109.340766966136,"Bahamas, The","LCN","HIC"
"BHS","fin14.2","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","FS.AST.DOMS.GD.ZS","2007",88.1127963037847,"Bahamas, The","LCN","HIC"
"BHS","NY.GDP.MKTP.CD","2007",8318996000,"Bahamas, The","LCN","HIC"
"BHS","CM.MKT.LCAP.GD.ZS","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","CM.MKT.LCAP.CD","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","FSKNL_PT","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","FSANL_PT","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","i_ATMs_pop","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","FCAODCA_NUM","2007",1852.10038400372,"Bahamas, The","LCN","HIC"
"BHS","i_branches_pop_A1","2007",NA,"Bahamas, The","LCN","HIC"
"BHS","FCDODCA_NUM","2007",NA,"Bahamas, The","LCN","HIC"
